action,month,day,hour,count,sum,average,std,step
ENTERTAINMENT,7,31,18,20,749.3,37.5,20.0,212
HOUSING,7,31,3,7,11867.9,1695.4,600.0,212
INSURANCE,7,31,1,3,597.3,199.1,100.0,212
EDUCATION,7,31,9,3,1637.8,545.9,300.0,212
TRAVEL,7,31,14,6,832.0,138.7,100.0,212
CASH_WITHDRAWAL,7,31,14,6,573.3,95.6,50.0,212
CASH_DEPOSIT,7,31,12,3,1547.1,515.7,300.0,212
BANK_TRANSFER,7,31,9,3,2802.0,934.0,500.0,212
CREDIT_CARD_PAYMENT,7,31,10,7,475.6,67.9,40.0,212
FOOD_GROCERIES,8,1,14,49,2332.1,47.6,15.0,213
FOOD_RESTAURANT,8,1,12,32,729.1,22.8,12.0,213
TRANSPORT_PUBLIC,8,1,17,36,306.4,8.5,5.0,213
TRANSPORT_PRIVATE,8,1,17,25,387.7,15.5,8.0,213
HEALTHCARE,8,1,8,11,1215.4,110.5,80.0,213
SHOPPING_CLOTHES,8,1,12,21,1771.4,84.4,45.0,213
SHOPPING_ELECTRONICS,8,1,18,10,2571.4,257.1,150.0,213
ENTERTAINMENT,8,1,18,26,947.4,36.4,20.0,213
HOUSING,8,1,3,6,10742.7,1790.5,600.0,213
INSURANCE,8,1,4,3,642.5,214.2,100.0,213
EDUCATION,8,1,11,2,929.2,464.6,300.0,213
TRAVEL,8,1,13,5,808.2,161.6,100.0,213
CASH_WITHDRAWAL,8,1,11,5,462.6,92.5,50.0,213
CASH_DEPOSIT,8,1,10,2,1067.1,533.5,300.0,213
BANK_TRANSFER,8,1,10,3,3297.8,1099.3,500.0,213
CREDIT_CARD_PAYMENT,8,1,11,6,418.2,69.7,40.0,213
FOOD_GROCERIES,8,2,8,45,1945.7,43.2,15.0,214
FOOD_RESTAURANT,8,2,20,24,609.9,25.4,12.0,214
TRANSPORT_PUBLIC,8,2,16,45,405.5,9.0,5.0,214
TRANSPORT_PRIVATE,8,2,19,28,390.8,14.0,8.0,214
HEALTHCARE,8,2,16,12,1400.7,116.7,80.0,214
SHOPPING_CLOTHES,8,2,15,18,1542.5,85.7,45.0,214
SHOPPING_ELECTRONICS,8,2,17,8,1948.9,243.6,150.0,214
ENTERTAINMENT,8,2,18,27,906.8,33.6,20.0,214
HOUSING,8,2,3,7,11657.7,1665.4,600.0,214
INSURANCE,8,2,1,3,602.5,200.8,100.0,214
EDUCATION,8,2,14,3,1570.9,523.6,300.0,214
TRAVEL,8,2,11,7,1071.5,153.1,100.0,214
CASH_WITHDRAWAL,8,2,19,6,633.9,105.6,50.0,214
CASH_DEPOSIT,8,2,16,3,1412.7,470.9,300.0,214
BANK_TRANSFER,8,2,14,3,2978.0,992.7,500.0,214
CREDIT_CARD_PAYMENT,8,2,20,6,412.1,68.7,40.0,214
FOOD_GROCERIES,8,3,15,62,2939.4,47.4,15.0,215
FOOD_RESTAURANT,8,3,18,32,838.5,26.2,12.0,215
TRANSPORT_PUBLIC,8,3,16,56,464.4,8.3,5.0,215
TRANSPORT_PRIVATE,8,3,19,33,456.5,13.8,8.0,215
HEALTHCARE,8,3,15,16,2059.3,128.7,80.0,215
SHOPPING_CLOTHES,8,3,18,28,2467.8,88.1,45.0,215
SHOPPING_ELECTRONICS,8,3,19,10,2611.3,261.1,150.0,215
ENTERTAINMENT,8,3,21,25,945.7,37.8,20.0,215
HOUSING,8,3,1,7,12201.2,1743.0,600.0,215
INSURANCE,8,3,4,4,770.6,192.7,100.0,215
EDUCATION,8,3,9,4,1800.6,450.1,300.0,215
TRAVEL,8,3,9,7,950.1,135.7,100.0,215
CASH_WITHDRAWAL,8,3,13,8,758.1,94.8,50.0,215
CASH_DEPOSIT,8,3,13,3,1366.0,455.3,300.0,215
BANK_TRANSFER,8,3,15,4,4394.2,1098.6,500.0,215
CREDIT_CARD_PAYMENT,8,3,14,7,532.2,76.0,40.0,215
FOOD_GROCERIES,8,4,18,70,2992.3,42.7,15.0,216
FOOD_RESTAURANT,8,4,13,31,839.8,27.1,12.0,216
TRANSPORT_PUBLIC,8,4,16,45,365.6,8.1,5.0,216
TRANSPORT_PRIVATE,8,4,9,35,536.7,15.3,8.0,216
HEALTHCARE,8,4,10,16,1832.3,114.5,80.0,216
SHOPPING_CLOTHES,8,4,13,23,1996.5,86.8,45.0,216
SHOPPING_ELECTRONICS,8,4,13,10,2617.7,261.8,150.0,216
ENTERTAINMENT,8,4,20,33,1225.9,37.1,20.0,216
HOUSING,8,4,5,6,10455.6,1742.6,600.0,216
INSURANCE,8,4,1,4,746.5,186.6,100.0,216
EDUCATION,8,4,10,3,1591.8,530.6,300.0,216
TRAVEL,8,4,8,9,1429.2,158.8,100.0,216
CASH_WITHDRAWAL,8,4,12,8,822.2,102.8,50.0,216
CASH_DEPOSIT,8,4,17,4,2033.0,508.3,300.0,216
BANK_TRANSFER,8,4,14,4,3922.3,980.6,500.0,216
CREDIT_CARD_PAYMENT,8,4,21,9,632.8,70.3,40.0,216
FOOD_GROCERIES,8,5,11,50,2148.6,43.0,15.0,217
FOOD_RESTAURANT,8,5,13,34,871.0,25.6,12.0,217
TRANSPORT_PUBLIC,8,5,8,38,331.1,8.7,5.0,217
TRANSPORT_PRIVATE,8,5,17,24,354.8,14.8,8.0,217
HEALTHCARE,8,5,17,12,1461.5,121.8,80.0,217
SHOPPING_CLOTHES,8,5,19,22,1756.6,79.8,45.0,217
SHOPPING_ELECTRONICS,8,5,11,8,1839.2,229.9,150.0,217
ENTERTAINMENT,8,5,21,24,815.1,34.0,20.0,217
HOUSING,8,5,3,6,11326.1,1887.7,600.0,217
INSURANCE,8,5,3,3,631.1,210.4,100.0,217
EDUCATION,8,5,11,3,1552.3,517.4,300.0,217
TRAVEL,8,5,12,7,1102.6,157.5,100.0,217
CASH_WITHDRAWAL,8,5,19,7,689.7,98.5,50.0,217
CASH_DEPOSIT,8,5,16,3,1627.2,542.4,300.0,217
BANK_TRANSFER,8,5,9,3,3254.0,1084.7,500.0,217
CREDIT_CARD_PAYMENT,8,5,11,6,491.3,81.9,40.0,217
FOOD_GROCERIES,8,6,16,59,2587.5,43.9,15.0,218
FOOD_RESTAURANT,8,6,18,24,580.1,24.2,12.0,218
TRANSPORT_PUBLIC,8,6,19,38,321.2,8.5,5.0,218
TRANSPORT_PRIVATE,8,6,19,22,304.0,13.8,8.0,218
HEALTHCARE,8,6,14,11,1364.9,124.1,80.0,218
SHOPPING_CLOTHES,8,6,11,20,1757.9,87.9,45.0,218
SHOPPING_ELECTRONICS,8,6,19,11,2845.5,258.7,150.0,218
ENTERTAINMENT,8,6,19,23,783.9,34.1,20.0,218
HOUSING,8,6,3,6,10408.9,1734.8,600.0,218
INSURANCE,8,6,5,2,437.6,218.8,100.0,218
EDUCATION,8,6,11,3,1523.8,507.9,300.0,218
TRAVEL,8,6,11,5,802.0,160.4,100.0,218
CASH_WITHDRAWAL,8,6,16,6,611.1,101.8,50.0,218
CASH_DEPOSIT,8,6,13,3,1400.7,466.9,300.0,218
BANK_TRANSFER,8,6,16,2,1807.7,903.8,500.0,218
CREDIT_CARD_PAYMENT,8,6,12,5,394.0,78.8,40.0,218
FOOD_GROCERIES,8,7,11,44,2154.6,49.0,15.0,219
FOOD_RESTAURANT,8,7,13,32,813.7,25.4,12.0,219
TRANSPORT_PUBLIC,8,7,16,45,367.1,8.2,5.0,219
TRANSPORT_PRIVATE,8,7,9,22,355.5,16.2,8.0,219
HEALTHCARE,8,7,17,14,1700.4,121.5,80.0,219
SHOPPING_CLOTHES,8,7,12,17,1440.5,84.7,45.0,219
SHOPPING_ELECTRONICS,8,7,12,9,2105.5,233.9,150.0,219
ENTERTAINMENT,8,7,19,18,638.5,35.5,20.0,219
HOUSING,8,7,1,5,8617.6,1723.5,600.0,219
INSURANCE,8,7,1,3,593.6,197.9,100.0,219
EDUCATION,8,7,12,3,1353.5,451.2,300.0,219
TRAVEL,8,7,14,6,953.6,158.9,100.0,219
CASH_WITHDRAWAL,8,7,19,7,635.2,90.7,50.0,219
CASH_DEPOSIT,8,7,10,2,916.4,458.2,300.0,219
BANK_TRANSFER,8,7,16,2,1957.6,978.8,500.0,219
CREDIT_CARD_PAYMENT,8,7,21,5,354.1,70.8,40.0,219
FOOD_GROCERIES,8,8,9,51,2436.4,47.8,15.0,220
FOOD_RESTAURANT,8,8,18,29,745.0,25.7,12.0,220
TRANSPORT_PUBLIC,8,8,8,44,404.9,9.2,5.0,220
TRANSPORT_PRIVATE,8,8,18,27,398.1,14.7,8.0,220
HEALTHCARE,8,8,8,13,1686.0,129.7,80.0,220
SHOPPING_CLOTHES,8,8,13,20,1576.5,78.8,45.0,220
SHOPPING_ELECTRONICS,8,8,11,10,2517.1,251.7,150.0,220
ENTERTAINMENT,8,8,19,24,889.1,37.0,20.0,220
HOUSING,8,8,2,5,9651.0,1930.2,600.0,220
INSURANCE,8,8,3,3,610.3,203.4,100.0,220
EDUCATION,8,8,8,3,1468.6,489.5,300.0,220
TRAVEL,8,8,8,5,684.8,137.0,100.0,220
CASH_WITHDRAWAL,8,8,8,5,529.2,105.8,50.0,220
CASH_DEPOSIT,8,8,13,2,961.2,480.6,300.0,220
BANK_TRANSFER,8,8,15,2,2195.6,1097.8,500.0,220
CREDIT_CARD_PAYMENT,8,8,21,7,534.6,76.4,40.0,220
FOOD_GROCERIES,8,9,10,51,2093.8,41.1,15.0,221
FOOD_RESTAURANT,8,9,12,24,597.0,24.9,12.0,221
TRANSPORT_PUBLIC,8,9,6,45,384.3,8.5,5.0,221
TRANSPORT_PRIVATE,8,9,18,21,293.7,14.0,8.0,221
HEALTHCARE,8,9,11,12,1405.5,117.1,80.0,221
SHOPPING_CLOTHES,8,9,19,18,1650.5,91.7,45.0,221
SHOPPING_ELECTRONICS,8,9,19,10,2528.8,252.9,150.0,221
ENTERTAINMENT,8,9,19,25,902.2,36.1,20.0,221
HOUSING,8,9,4,6,10930.0,1821.7,600.0,221
INSURANCE,8,9,3,3,574.2,191.4,100.0,221
EDUCATION,8,9,14,2,902.1,451.1,300.0,221
TRAVEL,8,9,11,6,900.8,150.1,100.0,221
CASH_WITHDRAWAL,8,9,16,7,758.3,108.3,50.0,221
CASH_DEPOSIT,8,9,17,3,1419.3,473.1,300.0,221
BANK_TRANSFER,8,9,14,2,1993.9,997.0,500.0,221
CREDIT_CARD_PAYMENT,8,9,15,5,351.2,70.2,40.0,221
FOOD_GROCERIES,8,10,12,72,3328.8,46.2,15.0,222
FOOD_RESTAURANT,8,10,13,41,1051.3,25.6,12.0,222
TRANSPORT_PUBLIC,8,10,19,54,422.1,7.8,5.0,222
TRANSPORT_PRIVATE,8,10,7,28,457.4,16.3,8.0,222
HEALTHCARE,8,10,16,15,1779.3,118.6,80.0,222
SHOPPING_CLOTHES,8,10,18,26,2127.3,81.8,45.0,222
SHOPPING_ELECTRONICS,8,10,18,13,3571.3,274.7,150.0,222
ENTERTAINMENT,8,10,18,34,1237.1,36.4,20.0,222
HOUSING,8,10,3,9,16311.0,1812.3,600.0,222
INSURANCE,8,10,5,4,865.6,216.4,100.0,222
EDUCATION,8,10,14,3,1624.1,541.4,300.0,222
TRAVEL,8,10,15,8,1122.3,140.3,100.0,222
CASH_WITHDRAWAL,8,10,10,7,677.9,96.8,50.0,222
CASH_DEPOSIT,8,10,8,4,2035.1,508.8,300.0,222
BANK_TRANSFER,8,10,9,4,4211.4,1052.9,500.0,222
CREDIT_CARD_PAYMENT,8,10,10,6,446.0,74.3,40.0,222
FOOD_GROCERIES,8,11,11,53,2374.0,44.8,15.0,223
FOOD_RESTAURANT,8,11,19,44,1069.8,24.3,12.0,223
TRANSPORT_PUBLIC,8,11,17,60,501.7,8.4,5.0,223
TRANSPORT_PRIVATE,8,11,19,38,614.5,16.2,8.0,223
HEALTHCARE,8,11,9,16,2081.4,130.1,80.0,223
SHOPPING_CLOTHES,8,11,18,25,2232.2,89.3,45.0,223
SHOPPING_ELECTRONICS,8,11,11,11,2670.8,242.8,150.0,223
ENTERTAINMENT,8,11,23,33,1091.3,33.1,20.0,223
HOUSING,8,11,3,7,12204.6,1743.5,600.0,223
INSURANCE,8,11,5,3,585.2,195.1,100.0,223
EDUCATION,8,11,10,5,2269.7,453.9,300.0,223
TRAVEL,8,11,16,10,1570.2,157.0,100.0,223
CASH_WITHDRAWAL,8,11,10,7,653.8,93.4,50.0,223
CASH_DEPOSIT,8,11,13,3,1531.9,510.6,300.0,223
BANK_TRANSFER,8,11,17,3,3182.9,1061.0,500.0,223
CREDIT_CARD_PAYMENT,8,11,15,8,640.6,80.1,40.0,223
FOOD_GROCERIES,8,12,11,56,2498.3,44.6,15.0,224
FOOD_RESTAURANT,8,12,21,27,721.7,26.7,12.0,224
TRANSPORT_PUBLIC,8,12,17,47,429.4,9.1,5.0,224
TRANSPORT_PRIVATE,8,12,19,28,384.7,13.7,8.0,224
HEALTHCARE,8,12,16,13,1540.3,118.5,80.0,224
SHOPPING_CLOTHES,8,12,15,19,1470.6,77.4,45.0,224
SHOPPING_ELECTRONICS,8,12,12,9,2420.5,268.9,150.0,224
ENTERTAINMENT,8,12,23,25,935.3,37.4,20.0,224
HOUSING,8,12,5,7,12057.1,1722.4,600.0,224
INSURANCE,8,12,4,3,595.4,198.5,100.0,224
EDUCATION,8,12,11,3,1419.2,473.1,300.0,224
TRAVEL,8,12,12,5,687.3,137.5,100.0,224
CASH_WITHDRAWAL,8,12,22,7,703.2,100.5,50.0,224
CASH_DEPOSIT,8,12,11,2,933.4,466.7,300.0,224
BANK_TRANSFER,8,12,10,3,3267.1,1089.0,500.0,224
CREDIT_CARD_PAYMENT,8,12,21,7,574.7,82.1,40.0,224
FOOD_GROCERIES,8,13,18,58,2560.7,44.2,15.0,225
FOOD_RESTAURANT,8,13,19,33,857.4,26.0,12.0,225
TRANSPORT_PUBLIC,8,13,6,33,275.8,8.4,5.0,225
TRANSPORT_PRIVATE,8,13,19,30,485.3,16.2,8.0,225
HEALTHCARE,8,13,10,14,1573.5,112.4,80.0,225
SHOPPING_CLOTHES,8,13,18,16,1492.6,93.3,45.0,225
SHOPPING_ELECTRONICS,8,13,16,8,1831.9,229.0,150.0,225
ENTERTAINMENT,8,13,22,22,697.1,31.7,20.0,225
HOUSING,8,13,1,7,12631.2,1804.5,600.0,225
INSURANCE,8,13,1,3,546.0,182.0,100.0,225
EDUCATION,8,13,12,3,1563.7,521.2,300.0,225
TRAVEL,8,13,17,6,949.6,158.3,100.0,225
CASH_WITHDRAWAL,8,13,10,7,660.4,94.3,50.0,225
CASH_DEPOSIT,8,13,9,3,1625.4,541.8,300.0,225
BANK_TRANSFER,8,13,12,3,2888.4,962.8,500.0,225
CREDIT_CARD_PAYMENT,8,13,16,6,434.9,72.5,40.0,225
FOOD_GROCERIES,8,14,13,47,2122.4,45.2,15.0,226
FOOD_RESTAURANT,8,14,12,34,798.8,23.5,12.0,226
TRANSPORT_PUBLIC,8,14,16,43,347.7,8.1,5.0,226
TRANSPORT_PRIVATE,8,14,7,31,487.4,15.7,8.0,226
HEALTHCARE,8,14,9,14,1664.4,118.9,80.0,226
SHOPPING_CLOTHES,8,14,19,19,1701.4,89.5,45.0,226
SHOPPING_ELECTRONICS,8,14,19,11,2953.0,268.5,150.0,226
ENTERTAINMENT,8,14,21,24,871.8,36.3,20.0,226
HOUSING,8,14,2,6,9753.8,1625.6,600.0,226
INSURANCE,8,14,4,3,610.2,203.4,100.0,226
EDUCATION,8,14,12,3,1499.1,499.7,300.0,226
TRAVEL,8,14,15,5,821.2,164.2,100.0,226
CASH_WITHDRAWAL,8,14,8,5,499.0,99.8,50.0,226
CASH_DEPOSIT,8,14,10,2,1036.6,518.3,300.0,226
BANK_TRANSFER,8,14,14,2,1825.1,912.6,500.0,226
CREDIT_CARD_PAYMENT,8,14,12,6,487.9,81.3,40.0,226
FOOD_GROCERIES,8,15,8,53,2359.2,44.5,15.0,227
FOOD_RESTAURANT,8,15,18,27,740.4,27.4,12.0,227
TRANSPORT_PUBLIC,8,15,19,33,299.3,9.1,5.0,227
TRANSPORT_PRIVATE,8,15,9,28,380.1,13.6,8.0,227
HEALTHCARE,8,15,9,12,1420.7,118.4,80.0,227
SHOPPING_CLOTHES,8,15,17,16,1277.1,79.8,45.0,227
SHOPPING_ELECTRONICS,8,15,10,11,2610.5,237.3,150.0,227
ENTERTAINMENT,8,15,22,21,780.5,37.2,20.0,227
HOUSING,8,15,4,7,12597.9,1799.7,600.0,227
INSURANCE,8,15,3,2,377.7,188.9,100.0,227
EDUCATION,8,15,9,2,928.0,464.0,300.0,227
TRAVEL,8,15,12,7,1002.1,143.2,100.0,227
CASH_WITHDRAWAL,8,15,14,5,474.9,95.0,50.0,227
CASH_DEPOSIT,8,15,13,3,1503.5,501.2,300.0,227
BANK_TRANSFER,8,15,12,3,2787.3,929.1,500.0,227
CREDIT_CARD_PAYMENT,8,15,17,7,487.4,69.6,40.0,227
FOOD_GROCERIES,8,16,14,56,2287.1,40.8,15.0,228
FOOD_RESTAURANT,8,16,12,29,668.9,23.1,12.0,228
TRANSPORT_PUBLIC,8,16,9,47,410.2,8.7,5.0,228
TRANSPORT_PRIVATE,8,16,9,25,362.0,14.5,8.0,228
HEALTHCARE,8,16,9,11,1282.3,116.6,80.0,228
SHOPPING_CLOTHES,8,16,10,15,1223.3,81.6,45.0,228
SHOPPING_ELECTRONICS,8,16,16,8,2050.1,256.3,150.0,228
ENTERTAINMENT,8,16,22,21,801.5,38.2,20.0,228
HOUSING,8,16,4,7,12850.9,1835.8,600.0,228
INSURANCE,8,16,3,2,371.6,185.8,100.0,228
EDUCATION,8,16,9,3,1536.9,512.3,300.0,228
TRAVEL,8,16,12,7,1064.9,152.1,100.0,228
CASH_WITHDRAWAL,8,16,18,5,478.5,95.7,50.0,228
CASH_DEPOSIT,8,16,13,2,903.7,451.8,300.0,228
BANK_TRANSFER,8,16,12,3,2748.2,916.1,500.0,228
CREDIT_CARD_PAYMENT,8,16,11,5,387.1,77.4,40.0,228
FOOD_GROCERIES,8,17,16,72,3255.7,45.2,15.0,229
FOOD_RESTAURANT,8,17,13,35,865.2,24.7,12.0,229
TRANSPORT_PUBLIC,8,17,7,58,511.7,8.8,5.0,229
TRANSPORT_PRIVATE,8,17,17,35,508.3,14.5,8.0,229
HEALTHCARE,8,17,10,16,1981.5,123.8,80.0,229
SHOPPING_CLOTHES,8,17,10,30,2666.6,88.9,45.0,229
SHOPPING_ELECTRONICS,8,17,18,11,2606.5,237.0,150.0,229
ENTERTAINMENT,8,17,23,32,1122.3,35.1,20.0,229
HOUSING,8,17,3,7,13768.4,1966.9,600.0,229
INSURANCE,8,17,2,5,932.1,186.4,100.0,229
EDUCATION,8,17,15,4,2113.0,528.3,300.0,229
TRAVEL,8,17,17,9,1453.0,161.4,100.0,229
CASH_WITHDRAWAL,8,17,13,7,660.8,94.4,50.0,229
CASH_DEPOSIT,8,17,17,3,1635.6,545.2,300.0,229
BANK_TRANSFER,8,17,12,4,4305.1,1076.3,500.0,229
CREDIT_CARD_PAYMENT,8,17,17,8,566.9,70.9,40.0,229
FOOD_GROCERIES,8,18,19,55,2501.5,45.5,15.0,230
FOOD_RESTAURANT,8,18,12,41,1014.1,24.7,12.0,230
TRANSPORT_PUBLIC,8,18,9,47,390.2,8.3,5.0,230
TRANSPORT_PRIVATE,8,18,9,28,422.2,15.1,8.0,230
HEALTHCARE,8,18,17,15,1974.1,131.6,80.0,230
SHOPPING_CLOTHES,8,18,17,29,2618.3,90.3,45.0,230
SHOPPING_ELECTRONICS,8,18,10,10,2645.6,264.6,150.0,230
ENTERTAINMENT,8,18,20,33,1111.6,33.7,20.0,230
HOUSING,8,18,1,9,15951.8,1772.4,600.0,230
INSURANCE,8,18,1,4,811.5,202.9,100.0,230
EDUCATION,8,18,15,3,1430.1,476.7,300.0,230
TRAVEL,8,18,14,7,966.5,138.1,100.0,230
CASH_WITHDRAWAL,8,18,11,8,784.6,98.1,50.0,230
CASH_DEPOSIT,8,18,16,5,2494.3,498.9,300.0,230
BANK_TRANSFER,8,18,17,3,3083.9,1028.0,500.0,230
CREDIT_CARD_PAYMENT,8,18,12,7,517.5,73.9,40.0,230
FOOD_GROCERIES,8,19,17,41,1995.1,48.7,15.0,231
FOOD_RESTAURANT,8,19,13,27,672.5,24.9,12.0,231
TRANSPORT_PUBLIC,8,19,8,33,252.6,7.7,5.0,231
TRANSPORT_PRIVATE,8,19,7,24,334.1,13.9,8.0,231
HEALTHCARE,8,19,9,13,1535.8,118.1,80.0,231
SHOPPING_CLOTHES,8,19,16,19,1618.1,85.2,45.0,231
SHOPPING_ELECTRONICS,8,19,10,10,2482.7,248.3,150.0,231
ENTERTAINMENT,8,19,19,20,737.5,36.9,20.0,231
HOUSING,8,19,3,5,8940.1,1788.0,600.0,231
INSURANCE,8,19,5,3,590.8,196.9,100.0,231
EDUCATION,8,19,9,3,1535.2,511.7,300.0,231
TRAVEL,8,19,13,6,865.0,144.2,100.0,231
CASH_WITHDRAWAL,8,19,14,7,662.6,94.7,50.0,231
CASH_DEPOSIT,8,19,9,3,1533.1,511.0,300.0,231
BANK_TRANSFER,8,19,11,2,2024.9,1012.5,500.0,231
CREDIT_CARD_PAYMENT,8,19,19,6,444.5,74.1,40.0,231
FOOD_GROCERIES,8,20,12,43,2069.2,48.1,15.0,232
FOOD_RESTAURANT,8,20,21,25,607.6,24.3,12.0,232
TRANSPORT_PUBLIC,8,20,18,43,372.6,8.7,5.0,232
TRANSPORT_PRIVATE,8,20,7,28,401.7,14.3,8.0,232
HEALTHCARE,8,20,9,12,1406.7,117.2,80.0,232
SHOPPING_CLOTHES,8,20,19,21,1757.2,83.7,45.0,232
SHOPPING_ELECTRONICS,8,20,10,11,2979.5,270.9,150.0,232
ENTERTAINMENT,8,20,22,20,740.3,37.0,20.0,232
HOUSING,8,20,3,6,11478.4,1913.1,600.0,232
INSURANCE,8,20,5,2,365.9,183.0,100.0,232
EDUCATION,8,20,11,3,1432.4,477.5,300.0,232
TRAVEL,8,20,17,5,796.4,159.3,100.0,232
CASH_WITHDRAWAL,8,20,21,5,461.1,92.2,50.0,232
CASH_DEPOSIT,8,20,13,3,1496.8,498.9,300.0,232
BANK_TRANSFER,8,20,13,3,3121.1,1040.4,500.0,232
CREDIT_CARD_PAYMENT,8,20,20,7,565.6,80.8,40.0,232
FOOD_GROCERIES,8,21,14,50,2240.1,44.8,15.0,233
FOOD_RESTAURANT,8,21,21,35,869.3,24.8,12.0,233
TRANSPORT_PUBLIC,8,21,16,44,353.6,8.0,5.0,233
TRANSPORT_PRIVATE,8,21,8,25,381.9,15.3,8.0,233
HEALTHCARE,8,21,8,15,1791.7,119.4,80.0,233
SHOPPING_CLOTHES,8,21,17,21,1959.5,93.3,45.0,233
SHOPPING_ELECTRONICS,8,21,18,11,2847.2,258.8,150.0,233
ENTERTAINMENT,8,21,19,19,656.7,34.6,20.0,233
HOUSING,8,21,4,7,11934.4,1704.9,600.0,233
INSURANCE,8,21,3,3,654.4,218.1,100.0,233
EDUCATION,8,21,13,2,965.7,482.8,300.0,233
TRAVEL,8,21,16,6,916.9,152.8,100.0,233
CASH_WITHDRAWAL,8,21,19,7,643.4,91.9,50.0,233
CASH_DEPOSIT,8,21,14,3,1577.5,525.8,300.0,233
BANK_TRANSFER,8,21,10,3,3139.0,1046.3,500.0,233
CREDIT_CARD_PAYMENT,8,21,20,7,499.3,71.3,40.0,233
FOOD_GROCERIES,8,22,9,51,2434.3,47.7,15.0,234
FOOD_RESTAURANT,8,22,12,27,658.1,24.4,12.0,234
TRANSPORT_PUBLIC,8,22,8,46,388.7,8.5,5.0,234
TRANSPORT_PRIVATE,8,22,19,23,355.6,15.5,8.0,234
HEALTHCARE,8,22,10,12,1471.1,122.6,80.0,234
SHOPPING_CLOTHES,8,22,15,15,1193.1,79.5,45.0,234
SHOPPING_ELECTRONICS,8,22,19,11,2698.7,245.3,150.0,234
ENTERTAINMENT,8,22,18,18,627.6,34.9,20.0,234
HOUSING,8,22,4,7,12080.7,1725.8,600.0,234
INSURANCE,8,22,5,2,396.5,198.3,100.0,234
EDUCATION,8,22,9,2,1049.2,524.6,300.0,234
TRAVEL,8,22,9,5,771.1,154.2,100.0,234
CASH_WITHDRAWAL,8,22,17,6,649.1,108.2,50.0,234
CASH_DEPOSIT,8,22,14,3,1449.1,483.0,300.0,234
BANK_TRANSFER,8,22,17,3,3041.6,1013.9,500.0,234
CREDIT_CARD_PAYMENT,8,22,18,6,484.0,80.7,40.0,234
FOOD_GROCERIES,8,23,19,41,1820.7,44.4,15.0,235
FOOD_RESTAURANT,8,23,20,28,721.4,25.8,12.0,235
TRANSPORT_PUBLIC,8,23,7,45,368.1,8.2,5.0,235
TRANSPORT_PRIVATE,8,23,18,27,426.6,15.8,8.0,235
HEALTHCARE,8,23,8,15,1656.2,110.4,80.0,235
SHOPPING_CLOTHES,8,23,18,17,1422.1,83.7,45.0,235
SHOPPING_ELECTRONICS,8,23,11,10,2475.2,247.5,150.0,235
ENTERTAINMENT,8,23,18,23,836.3,36.4,20.0,235
HOUSING,8,23,2,6,11500.9,1916.8,600.0,235
INSURANCE,8,23,5,3,587.2,195.7,100.0,235
EDUCATION,8,23,11,3,1595.0,531.7,300.0,235
TRAVEL,8,23,9,5,687.9,137.6,100.0,235
CASH_WITHDRAWAL,8,23,14,6,644.8,107.5,50.0,235
CASH_DEPOSIT,8,23,14,3,1563.7,521.2,300.0,235
BANK_TRANSFER,8,23,12,3,3239.1,1079.7,500.0,235
CREDIT_CARD_PAYMENT,8,23,10,5,379.4,75.9,40.0,235
FOOD_GROCERIES,8,24,8,74,3491.6,47.2,15.0,236
FOOD_RESTAURANT,8,24,21,39,1035.9,26.6,12.0,236
TRANSPORT_PUBLIC,8,24,16,50,382.9,7.7,5.0,236
TRANSPORT_PRIVATE,8,24,19,29,431.3,14.9,8.0,236
HEALTHCARE,8,24,10,13,1453.8,111.8,80.0,236
SHOPPING_CLOTHES,8,24,12,25,2232.3,89.3,45.0,236
SHOPPING_ELECTRONICS,8,24,16,10,2560.4,256.0,150.0,236
ENTERTAINMENT,8,24,21,31,1027.0,33.1,20.0,236
HOUSING,8,24,4,7,12632.7,1804.7,600.0,236
INSURANCE,8,24,5,4,848.2,212.0,100.0,236
EDUCATION,8,24,8,4,2059.5,514.9,300.0,236
TRAVEL,8,24,12,8,1228.7,153.6,100.0,236
CASH_WITHDRAWAL,8,24,8,7,667.0,95.3,50.0,236
CASH_DEPOSIT,8,24,14,3,1532.2,510.7,300.0,236
BANK_TRANSFER,8,24,16,4,4031.3,1007.8,500.0,236
CREDIT_CARD_PAYMENT,8,24,18,9,674.4,74.9,40.0,236
FOOD_GROCERIES,8,25,12,71,3186.2,44.9,15.0,237
FOOD_RESTAURANT,8,25,21,37,1005.8,27.2,12.0,237
TRANSPORT_PUBLIC,8,25,19,55,462.6,8.4,5.0,237
TRANSPORT_PRIVATE,8,25,17,33,540.9,16.4,8.0,237
HEALTHCARE,8,25,10,19,2233.4,117.5,80.0,237
SHOPPING_CLOTHES,8,25,13,24,1970.0,82.1,45.0,237
SHOPPING_ELECTRONICS,8,25,16,14,3268.2,233.4,150.0,237
ENTERTAINMENT,8,25,19,31,1124.5,36.3,20.0,237
HOUSING,8,25,4,7,11490.4,1641.5,600.0,237
INSURANCE,8,25,1,4,847.8,211.9,100.0,237
EDUCATION,8,25,11,4,1909.8,477.5,300.0,237
TRAVEL,8,25,13,7,1062.2,151.7,100.0,237
CASH_WITHDRAWAL,8,25,9,9,810.4,90.0,50.0,237
CASH_DEPOSIT,8,25,13,4,2085.6,521.4,300.0,237
BANK_TRANSFER,8,25,14,5,4505.2,901.0,500.0,237
